"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"2101",2101,"Harris-Stowe State University","Saint Louis","MO","63103-2136","NULL","NULL","NULL","0.0885608856","0.0688",NA,NA,NA,"0.0063",NA,NA,NA,"0.0816","28100","PrivacySuppressed","PrivacySuppressed","NULL",1
"2102",2102,"Hickey College","Saint Louis","MO","63114","NULL","NULL","NULL","0.7482993197","0.0553",NA,NA,NA,NA,NA,NA,NA,"0.8138","26200","30800","33300","NULL",1
"2107",2107,"Barnes-Jewish College Goldfarb School of Nursing","Saint Louis","MO","63110","NULL","NULL","NULL","0.8181818182",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","51600","57500","59700","NULL",1
"2108",2108,"Kansas City Art Institute","Kansas City","MO","64111-1874","NULL","NULL","NULL","0.4761904762",NA,NA,NA,NA,NA,NA,NA,NA,"0.5901","27800","28700","36100","NULL",1
"2109",2109,"Kenrick Glennon Seminary","Saint Louis","MO","63119-4399","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"2110",2110,"A T Still University of Health Sciences","Kirksville","MO","63501","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2113",2113,"Lincoln University","Jefferson City","MO","65101","NULL","NULL","NULL","0.2071005917","0.056",NA,"0.04","0.0453","0.008",NA,"0.008",NA,"0.2727","30200","32900","35600","NULL",1
"2114",2114,"Lindenwood University","Saint Charles","MO","63301-1695","0.6576","570","25","0.4817193676","0.0316",NA,NA,"0.0154","0.0035",NA,"0.014",NA,"0.4069","38700","45500","46300","NULL",1
"2116",2116,"Logan University","Chesterfield","MO","63017","NULL","NULL","NULL","0.8125",NA,NA,NA,"1",NA,NA,NA,NA,"NULL","51300","PrivacySuppressed","PrivacySuppressed","NULL",1
"2119",2119,"Maryville University of Saint Louis","Saint Louis","MO","63141-7299","0.7127","630","27","0.4600262123","0.0091",NA,NA,"0.0292","0.0109",NA,"0.0036",NA,"0.7","41300","48900","55100","NULL",1
"2123",2123,"Midwestern Baptist Theological Seminary","Kansas City","MO","64118-4697","0.9","590","24","0.3076923077",NA,NA,NA,NA,NA,NA,NA,NA,"0.4444","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2125",2125,"Westwood College-O'Hare Airport","Chicago","IL","60631","0.5","NULL","NULL","0.3742177722","0.1088",NA,"0.0209",NA,NA,NA,NA,NA,"0.4146","31500","36900","45800","NULL",1
"2126",2126,"Missouri Baptist University","Saint Louis","MO","63141-8698","0.5778","620","23","0.4170040486",NA,NA,NA,"0.0417","0.013",NA,"0.0026",NA,"0.3871","30800","37000","39700","NULL",1
"2128",2128,"Missouri College","Brentwood","MO","63144","NULL","NULL","NULL","0.6727989488",NA,NA,NA,NA,NA,NA,NA,NA,"0.4553","21200","29200","30900","NULL",1
"2130",2130,"Missouri Southern State University","Joplin","MO","64801-1595","0.9619","NULL","23","0.3032967033","0.0341",NA,"0.0199","0.0455","0.0057",NA,"0.0028",NA,"0.3361","32500","37600","42000","NULL",1
"2131",2131,"Missouri Tech","Saint Charles","MO","63303-3887","1","NULL","NULL","0.2083333333","0.561","0.2195","0.1463",NA,NA,NA,NA,NA,"0.6667","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2132",2132,"Missouri Valley College","Marshall","MO","65340","0.5214","520","20","0.2434944238","0.0435",NA,NA,"0.0326","0.0163",NA,NA,NA,"0.28","30600","35700","44400","NULL",1
"2133",2133,"Missouri Western State University","Saint Joseph","MO","64507","NULL","NULL","NULL","0.2496570645","0.034",NA,"0.051","0.0576","0.0052",NA,"0.0092",NA,"0.3088","31600","37000","39800","NULL",1
"2134",2134,"University of Missouri-Columbia","Columbia","MO","65211","0.8146","650","27","0.5744902206","0.0179","0.0765",NA,"0.0575","0.0062",NA,"0.0137",NA,"0.7083","58700","51700","54800","NULL",1
"2135",2135,"University of Missouri-Kansas City","Kansas City","MO","64110","0.5174","700","27","0.4654002714","0.0206","0.0383",NA,"0.0543","0.0091",NA,"0.0515",NA,"0.4752","49400","55400","58900","NULL",1
"2136",2136,"Missouri University of Science and Technology","Rolla","MO","65409","0.8905","700","31","0.4192100539","0.0714","0.6997","0.0473","0.0334","0.0148",NA,"0.0482",NA,"0.6523","60200","66200","65700","NULL",1
"2137",2137,"University of Missouri-St Louis","Saint Louis","MO","63121-4400","0.686","660","26","0.4436244362","0.0076","0.0295",NA,"0.0458","0.0132",NA,"0.0107",NA,"0.4664","40900","45300","48900","NULL",1
"2141",2141,"Nazarene Theological Seminary","Kansas City","MO","64131-1246","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2145",2145,"Truman State University","Kirksville","MO","63501-4221","0.7368","650","28","0.6135881104","0.0219",NA,NA,"0.0884","0.0194",NA,"0.0345",NA,"0.7355","47200","44200","49100","NULL",1
"2146",2146,"Northwest Missouri State University","Maryville","MO","64468-6001","0.7046","570","25","0.4202992843","0.0227",NA,"0.0047","0.0388","0.0038",NA,"0.017",NA,"0.5209","38800","40500","44300","NULL",1
"2147",2147,"Ozark Christian College","Joplin","MO","64801","NULL","NULL","NULL","0.4066666667",NA,NA,NA,NA,NA,NA,NA,NA,"0.4694","30400","28400","33000","NULL",1
"2148",2148,"College of the Ozarks","Point Lookout","MO","65726-0017","0.0948","560","24","0.5243553009","0.0297",NA,NA,"0.0066","0.0165",NA,"0.0099",NA,"0.6232","PrivacySuppressed","35300","PrivacySuppressed","NULL",1
"2149",2149,"Park University","Parkville","MO","64152-3795","0.6928","NULL","24","0.3712156497","0.0346","0.0043",NA,"0.0077",NA,NA,"0.0021",NA,"0.4086","44700","48700","57700","NULL",1
"2150",2150,"Stevens-The Institute of Business & Arts","Saint Louis","MO","63103","NULL","NULL","NULL","0.4634146341",NA,NA,NA,NA,NA,NA,NA,NA,"0.6364","23200","PrivacySuppressed","PrivacySuppressed","NULL",1
"2152",2152,"Ranken Technical College","Saint Louis","MO","63113-2811","NULL","NULL","NULL","0.6202898551",NA,NA,"0.2899",NA,NA,NA,NA,NA,"0.7579","42900","46900","54200","NULL",1
"2153",2153,"Research College of Nursing","Kansas City","MO","64132-1199","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2154",2154,"Rockhurst University","Kansas City","MO","64110-2561","0.7848","640","27","0.6596244131",NA,NA,NA,"0.1173","0.0111",NA,"0.0088",NA,"0.6869","47100","46100","54200","NULL",1
"2156",2156,"Everest College-Springfield","Springfield","MO","65807","NULL","NULL","NULL","0.4217098943","0.0734",NA,NA,NA,NA,NA,NA,NA,"0.3533","25000","30000","41500","NULL",1
"2157",2157,"Saint Louis University","Saint Louis","MO","63103-2097","0.6438","670","29","0.603916614","0.0086","0.0454","0.0006","0.0485","0.0055",NA,"0.0135",NA,"0.702","59800","57500","61800","NULL",1
"2159",2159,"Sanford-Brown College-Fenton","Fenton","MO","63026-3400","NULL","NULL","NULL","0.4261603376",NA,NA,NA,NA,NA,NA,NA,NA,"0.4713","25700","35700","38700","NULL",1
"2162",2162,"Saint Louis Christian College","Florissant","MO","63033","0.2677","NULL","25","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.3934","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2163",2163,"St Louis College of Pharmacy","Saint Louis","MO","63110-1088","NULL","NULL","NULL","0.7549019608","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.6483","PrivacySuppressed","PrivacySuppressed","98200","NULL",1
"2165",2165,"Saint Paul School of Theology","Leawood","KS","66224","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2166",2166,"Southwest Baptist University","Bolivar","MO","65613-2596","0.9048","550","25","0.3985728848","0.0148",NA,NA,"0.0297","0.0037",NA,NA,NA,"0.5373","31700","37900","38900","NULL",1
"2169",2169,"Saint Luke's College of Health Sciences","Kansas City","MO","64111","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2172",2172,"Stephens College","Columbia","MO","65215","0.6998","540","24","0.4692307692",NA,NA,NA,"0.0361",NA,NA,NA,NA,"0.5644","PrivacySuppressed","PrivacySuppressed","36300","NULL",1
"2173",2173,"Southeast Missouri State University","Cape Girardeau","MO","63701","0.9724","615","24","0.3754200672","0.0074","0.0043","0.0469","0.0395","0.0031",NA,"0.0086",NA,"0.4613","37500","38300","43000","NULL",1
"2174",2174,"Missouri State University-Springfield","Springfield","MO","65897","0.8326","615","26","0.4583088667","0.0158",NA,"0.0135","0.0429","0.0042",NA,"0.0158","0.0003","0.5538","36900","40300","44700","NULL",1
"2178",2178,"Truman Medical Center School of Nurse Anesthesia","Kansas City","MO","64108","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2179",2179,"Kansas City University of Medicine and Biosciences","Kansas City","MO","64106-1453","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2180",2180,"Washington University in St Louis","Saint Louis","MO","63130-4899","0.1788","790","35","0.8352112676","0.0195","0.1403",NA,"0.077","0.0249",NA,"0.0379",NA,"0.9402","92900","66700","82400","NULL",1
"2181",2181,"Webster University","Saint Louis","MO","63119-3194","0.5909","600","25","0.5773011618","0.0773",NA,NA,"0.0182","0.0125",NA,NA,NA,"0.6411","40800","46500","46900","NULL",1
"2183",2183,"Westminster College","Fulton","MO","65251-1299","0.719","610","26","0.5125","0.0197",NA,NA,"0.1872","0.0197",NA,"0.0099",NA,"0.7014","PrivacySuppressed","PrivacySuppressed","48100","NULL",1
"2184",2184,"William Jewell College","Liberty","MO","64068-1896","0.6089","610","27","0.6082089552","0.0034",NA,NA,"0.0719","0.0034",NA,"0.0205","0.0034","0.6895","37700","47700","48500","NULL",1
"2185",2185,"William Woods University","Fulton","MO","65251-1098","0.7995","590","24","0.5542857143",NA,NA,NA,"0.0313",NA,NA,NA,NA,"0.4866","36300","37200","41800","NULL",1
"2191",2191,"Carroll College","Helena","MT","59625-0002","0.6283","610","26","0.5732484076","0.0141","0.0423",NA,"0.1197","0.0176",NA,"0.0246",NA,"0.6212","45800","45000","50200","NULL",1
"2194",2194,"Montana State University-Billings","Billings","MT","59101-0298","NULL","NULL","NULL","0.0940514469","0.051",NA,"0.0801","0.0316","0.0012",NA,"0.0012",NA,"0.4644","34100","40900","42700","NULL",1
"2199",2199,"University of Great Falls","Great Falls","MT","59405-4996","NULL","NULL","NULL","0.3374485597","0.0217",NA,NA,"0.0478","0.0087",NA,"0.0087",NA,"0.215","27700","PrivacySuppressed","PrivacySuppressed","NULL",1
"2204",2204,"Montana Tech of the University of Montana","Butte","MT","59701-8997","0.8924","630","28","0.1985815603","0.054","0.5111",NA,"0.0349","0.0381",NA,"0.019",NA,"0.4781","42000","53800","64100","NULL",1
"2205",2205,"Montana State University","Bozeman","MT","59717","0.5757","640","27","0.2844036697","0.0103","0.1089","0.0477","0.065","0.0076",NA,"0.0347",NA,"0.4866","41400","43700","48500","NULL",1
"2206",2206,"The University of Montana","Missoula","MT","59812","0.9397","600","26","0.3132212331","0.0186",NA,"0.013","0.0389","0.006",NA,"0.0173","0.0065","0.4699","37000","40300","44500","NULL",1
"2207",2207,"Montana State University-Northern","Havre","MT","59501","0.785","520","23","0.1385390428","0.0196",NA,"0.1373","0.0196",NA,NA,NA,NA,"0.2953","35000","40100","43400","NULL",1
"2208",2208,"Rocky Mountain College","Billings","MT","59102-1796","0.6355","550","25","0.3100775194","0.0305",NA,NA,"0.0793","0.0122",NA,"0.0244",NA,"0.5062","45400","48900","52100","NULL",1
"2209",2209,"Salish Kootenai College","Pablo","MT","59855","NULL","NULL","NULL","0.1441717791","0.1071",NA,NA,NA,NA,NA,NA,NA,"0.4737","24800","PrivacySuppressed","PrivacySuppressed","NULL",1
"2210",2210,"The University of Montana-Western","Dillon","MT","59725-3598","NULL","NULL","NULL","0.1358024691",NA,NA,NA,"0.0081","0.004",NA,NA,NA,"0.361","28300","36800","40200","NULL",1
"2212",2212,"Bellevue University","Bellevue","NE","68005-3098","NULL","NULL","NULL","0.2809195402","0.0899",NA,NA,"0.0096",NA,NA,NA,NA,"0.3107","46000","57600","70800","NULL",1
"2213",2213,"Clarkson College","Omaha","NE","68131-2739","0.6747","NULL","24","0.6181818182",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","46300","48100","47400","NULL",1
"2214",2214,"Bryan College of Health Sciences","Lincoln","NE","68506-1299","0.84","NULL","25","0.6614173228",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","50500","NULL",1
"2216",2216,"Chadron State College","Chadron","NE","69337-2690","NULL","NULL","NULL","0.3328100471",NA,NA,"0.0088","0.0678","0.0147",NA,"0.0059",NA,"0.4181","36100","41900","45100","NULL",1
"2218",2218,"Concordia University-Nebraska","Seward","NE","68434-1556","0.7609","610","26","0.6007067138","0.0109",NA,NA,"0.0761","0.0181",NA,"0.0072",NA,"0.6258","37500","40900","39300","NULL",1
"2219",2219,"Creighton University","Omaha","NE","68178","0.782","660","29","0.7876712329","0.0087",NA,NA,"0.0902","0.0068",NA,"0.0466",NA,"0.7451","72200","62600","64800","NULL",1
"2220",2220,"Doane University-Arts & Sciences","Crete","NE","68333","0.7646","NULL","26","0.4732142857","0.0469",NA,NA,"0.0833","0.0104",NA,"0.0417",NA,"0.6397","41700","47800","48300","NULL",1
"2221",2221,"Grace University","Omaha","NE","68108-3629","0.6192","560","24","0.3203125",NA,NA,NA,NA,NA,NA,NA,NA,"0.4286","31000","35500","33200","NULL",1
"2222",2222,"Hastings College","Hastings","NE","68901","0.7215","590","26","0.5541795666","0.0119",NA,NA,"0.0714","0.0079",NA,"0.0238",NA,"0.5534","40200","41900","46200","NULL",1
"2225",2225,"University of Nebraska at Kearney","Kearney","NE","68849-1212","0.8533","610","25","0.442086649","0.0127",NA,NA,"0.0228","0.0089",NA,"0.0152",NA,"0.5592","40200","41000","44600","NULL",1
"2226",2226,"Kaplan University-Lincoln Campus","Lincoln","NE","68508","NULL","NULL","NULL","0.2227559884","0.0543",NA,NA,NA,NA,NA,NA,NA,"0.35","28300","41600","57400","NULL",1
"2227",2227,"Nebraska Methodist College of Nursing & Allied Health","Omaha","NE","68114-2852","0.5138","531","23","0.6059322034",NA,NA,NA,NA,NA,NA,NA,NA,"0.6364","41700","51000","53600","NULL",1
"2230",2230,"Midland University","Fremont","NE","68025","0.9801","NULL","24","0.3686440678",NA,NA,NA,"0.028","0.0047",NA,"0.014",NA,"0.4667","37100","45000","43700","NULL",1
"2231",2231,"Nebraska Christian College","Papillion","NE","68046","NULL","NULL","NULL","0.2549019608",NA,NA,NA,NA,NA,NA,NA,NA,"0.3922","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2232",2232,"University of Nebraska at Omaha","Omaha","NE","68182-0225","0.8003","NULL","25","0.3628026412","0.0382",NA,NA,"0.0543","0.0083",NA,"0.0078",NA,"0.4606","42600","46900","47800","NULL",1
"2233",2233,"Kaplan University-Omaha Campus","Omaha","NE","68134-1002","NULL","NULL","NULL","0.2227559884","0.0714",NA,NA,NA,NA,NA,NA,NA,"0.4122","28300","41600","57400","NULL",1
"2235",2235,"University of Nebraska Medical Center","Omaha","NE","68198-7815","NULL","NULL","NULL","0.9244712991",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","125300","79800","64000","NULL",1
"2236",2236,"Nebraska Wesleyan University","Lincoln","NE","68504-2794","0.7901","NULL","27","0.5555555556","0.0024",NA,NA,"0.1205","0.0193",NA,"0.0169",NA,"0.6538","45200","48300","53900","NULL",1
"2237",2237,"University of Nebraska-Lincoln","Lincoln","NE","68588","0.6437","680","28","0.5050666667","0.0067","0.1039","0.0255","0.0467","0.0056",NA,"0.0148",NA,"0.6463","47400","48000","51000","NULL",1
"2239",2239,"Peru State College","Peru","NE","68421-0010","NULL","NULL","NULL","0.3850931677","0.0208",NA,NA,"0.0104",NA,NA,NA,NA,"0.348","36600","37900","41000","NULL",1
"2240",2240,"College of Saint Mary","Omaha","NE","68106","0.5233","NULL","24","0.4962962963","0.024",NA,NA,"0.0359",NA,NA,NA,NA,"0.3587","33400","42600","47600","NULL",1
"2242",2242,"Union College","Lincoln","NE","68506","0.4504","590","24","0.3675675676","0.0227",NA,NA,"0.0455",NA,NA,"0.0152",NA,"0.4973","47000","37300","47200","NULL",1
"2245",2245,"Wayne State College","Wayne","NE","68787","NULL","NULL","NULL","0.4343675418","0.0287",NA,"0.0307","0.0451","0.0061",NA,"0.0205",NA,"0.533","34100","40200","41700","NULL",1
"2248",2248,"York College","York","NE","68467-2699","0.5646","470","24","0.3466666667",NA,NA,NA,"0.0805","0.0115",NA,NA,NA,"0.3103","35200","36000","41900","NULL",1
"2251",2251,"College of Southern Nevada","Las Vegas","NV","89146-1164","NULL","NULL","NULL","0.062794685","0.0307","0.0013","0.0277","0.0038","0.0009",NA,"0.0013","0.0686","0.0897","32700","39600","46400","NULL",1
"2252",2252,"The Art Institute of Las Vegas","Henderson","NV","89074-7737","0.729","NULL","NULL","0.3532781668","0.175",NA,"0.025",NA,NA,NA,NA,NA,"0.3471","27700","PrivacySuppressed","PrivacySuppressed","NULL",1
"2255",2255,"University of Nevada-Las Vegas","Las Vegas","NV","89154","0.8063","560","24","0.3416645839","0.0144","0.0277",NA,"0.0429","0.0041",NA,"0.0073",NA,"0.4147","44700","48600","50800","NULL",1
"2256",2256,"University of Nevada-Reno","Reno","NV","89557","0.8207","600","26","0.462391514","0.0277","0.0887",NA,"0.0891","0.0073",NA,"0.0177",NA,"0.5365","51300","53200","51800","NULL",1
"2257",2257,"Great Basin College","Elko","NV","89801","NULL","NULL","NULL","0.1690544413","0.0112",NA,"0.1323",NA,NA,NA,NA,"0.0874","0.2679","33300","PrivacySuppressed","PrivacySuppressed","NULL",1
"2259",2259,"Morrison University","Reno","NV","89521","NULL","NULL","NULL","0.6360946746","0.2308",NA,NA,NA,NA,NA,NA,NA,"0.2759","36000","44900","54700","NULL",1
"2260",2260,"Sierra Nevada College","Incline Village","NV","89451","NULL","NULL","NULL","0.4473684211","0.0202",NA,NA,"0.0404",NA,NA,NA,NA,"0.4878","42100","44300","39700","NULL",1
"2262",2262,"Western Nevada College","Carson City","NV","89703-7399","NULL","NULL","NULL","0.143989432","0.0404","0.0121","0.0061","0.0263","0.0283",NA,"0.0141","0.0343","0.1504","27700","PrivacySuppressed","PrivacySuppressed","NULL",1
"2263",2263,"Colby-Sawyer College","New London","NH","03257-7835","0.8468","NULL","NULL","0.3947368421",NA,NA,NA,"0.0535",NA,NA,NA,NA,"0.5773","41900","40700","44400","NULL",1
"2265",2265,"Daniel Webster College","Nashua","NH","03063-1300","0.6357","580","NULL","0.4814814815","0.0599","0.0599",NA,NA,NA,NA,NA,NA,"0.4684","57200","57100","58700","NULL",1
"2266",2266,"Dartmouth College","Hanover","NH","03755-3529","0.1014","780","NULL","0.8545454545","0.0201","0.0723",NA,"0.107","0.0339",NA,"0.0366",NA,"0.9583","110800","92000","98300","NULL",1
"2269",2269,"Franklin Pierce University","Rindge","NH","03461-0060","0.8472","550","24","0.4041450777","0.0115",NA,NA,"0.0323","0.0046",NA,NA,NA,"0.4973","34400","40300","43100","NULL",1
"2270",2270,"University of New Hampshire-School of Law","Concord","NH","03301-4197","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2271",2271,"Mount Washington College","Manchester","NH","03103-9969","NULL","NULL","NULL","0.404931247",NA,NA,NA,NA,NA,NA,NA,NA,"0.3109","28700","35500","37100","NULL",1
"2275",2275,"New England College","Henniker","NH","03242","0.7238","NULL","NULL","0.3433333333","0.0116",NA,NA,NA,"0.0058",NA,NA,NA,"0.4272","30800","38000","40500","NULL",1
"2277",2277,"Southern New Hampshire University","Manchester","NH","03106-1045","0.8315","560","NULL","0.4001264223","0.0442",NA,NA,NA,NA,NA,NA,NA,"0.5814","39800","44000","50700","NULL",1
