"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"151","Black River Technical College","Pocahontas","AR","72455","NULL","NULL","NULL","0.0660194175","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"152","University of Central Arkansas","Conway","AR","72035-0001","0.8997","NULL","25","0.3265204387","0.0125","0","0","0.0473","0.0049","0","0.0167","0","0.4203","NULL","NULL","NULL","NULL",1
"153","Central Baptist College","Conway","AR","72034","0.5407","670","23","0.25","0","0","0","0.0154","0","0","0","0","0.3874","NULL","NULL","NULL","NULL",1
"154","Cossatot Community College of the University of Arkansas","De Queen","AR","71832","NULL","NULL","NULL","0.1033707865","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"155","Crowley's Ridge College","Paragould","AR","72450","NULL","NULL","NULL","0.2","0","0","0","0","0","0","0","0","0.2931","NULL","NULL","NULL","NULL",1
"156","Crowley's Ridge Technical Institute","Forrest City","AR","72335-0925","NULL","NULL","NULL","0.132183908","0","0","0.0178","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"157","East Arkansas Community College","Forrest City","AR","72335-2204","NULL","NULL","NULL","0.128256513","0.0028","0","0.0417","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"158","Eastern College of Health Vocations-Little Rock","Little Rock","AR","72205","NULL","NULL","NULL","0.1901408451","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"159","Imagine-Paul Mitchell Partner School","North Little Rock","AR","72117","NULL","NULL","NULL","0.5897435897","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"160","National Park Community College","Hot Springs","AR","71913","NULL","NULL","NULL","0.2214397496","0.0269","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"161","University of Arkansas Community College-Batesville","Batesville","AR","72503-3350","NULL","NULL","NULL","0.2962962963","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"162","Harding University","Searcy","AR","72143","0.7628","620","27","0.5040322581","0.0333","0.0321","0","0.0273","0.0048","0","0.0059","0","0.6219","NULL","NULL","NULL","NULL",1
"163","Henderson State University","Arkadelphia","AR","71999-0001","0.6221","590","24","0.2294557097","0.0123","0","0","0.0389","0.0225","0","0.0164","0","0.2854","NULL","NULL","NULL","NULL",1
"164","Hendrix College","Conway","AR","72032-3080","0.8039","650","30","0.4559386973","0.0191","0","0","0.1497","0.0191","0","0.0987","0","0.6959","NULL","NULL","NULL","NULL",1
"165","Hot Springs Beauty College","Hot Springs","AR","71901","NULL","NULL","NULL","0.4769230769","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"166","Jefferson Regional Medical Center School of Nursing","Pine Bluff","AR","71603","NULL","NULL","NULL","0.6428571429","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"167","John Brown University","Siloam Springs","AR","72761","0.6982","640","27","0.5460122699","0","0.0385","0","0.0363","0.0043","0","0.0064","0","0.6537","NULL","NULL","NULL","NULL",1
"168","Lees School of Cosmetology","North  Little Rock","AR","72114-3800","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"169","Career Academy of Hair Design","Springdale","AR","72764-7128","NULL","NULL","NULL","0.5660377358","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"170","Marsha Kay Beauty College","Mountain Home","AR","72653-3164","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"171","Academy of Salon and Spa","Fort Smith","AR","72901","NULL","NULL","NULL","0.4637681159","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"172","Arkansas State University Mid-South","West Memphis","AR","72301-3829","NULL","NULL","NULL","0.106097561","0.0688","0","0.0145","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"173","Arkansas Northeastern College","Blytheville","AR","72316-1109","NULL","NULL","NULL","0.2090909091","0","0","0.0412","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"174","Margaret's Hair Academy Inc","Monticello","AR","71655","NULL","NULL","NULL","0.2083333333","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"175","New Tyler Barber College Inc","North Little Rock","AR","72114-4973","NULL","NULL","NULL","0.75","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"176","North Arkansas College","Harrison","AR","72601-5508","NULL","NULL","NULL","0.2992465016","0.0467","0","0.0325","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"177","Northwest Technical Institute","Springdale","AR","72764","NULL","NULL","NULL","0.1085714286","0.1232","0","0.133","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"178","Ouachita Baptist University","Arkadelphia","AR","71998-0001","0.7011","580","27","0.5573248408","0.0034","0.0034","0","0.119","0.0102","0","0.034","0","0.6022","NULL","NULL","NULL","NULL",1
"179","College of the Ouachitas","Malvern","AR","72104-0816","NULL","NULL","NULL","0.3213296399","0.051","0","0.0099","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"180","Ozarka College","Melbourne","AR","72556-0010","NULL","NULL","NULL","0.0837887067","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"181","University of the Ozarks","Clarksville","AR","72830","0.6136","550","25","0.3442622951","0","0","0","0.0571","0.0571","0","0.0143","0","0.4831","NULL","NULL","NULL","NULL",1
"182","University of Arkansas Community College-Morrilton","Morrilton","AR","72110","0.5838","NULL","21","0.2216494845","0.0111","0","0.2907","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"183","Philander Smith College","Little Rock","AR","72202-3799","NULL","NULL","NULL","0.2983193277","0.0476","0","0","0.1111","0.0476","0","0.0317","0","0.4462","NULL","NULL","NULL","NULL",1
"184","Phillips Community College of the University of Arkansas","Helena","AR","72342-0785","NULL","NULL","NULL","0.030141844","0.0062","0","0.0432","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"185","Southeast Arkansas College","Pine Bluff","AR","71603","NULL","NULL","NULL","0.0324254215","0.0302","0","0.0268","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"186","Professional Cosmetology Education Center","El Dorado","AR","71730-4009","NULL","NULL","NULL","0.4130434783","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"187","Pulaski Technical College","North Little Rock","AR","72118-3347","NULL","NULL","NULL","0.1626459144","0","0","0.0076","0","0","0.0046","0","0","NULL","NULL","NULL","NULL","NULL",2
"188","University of Arkansas Community College-Hope","Hope","AR","71801","NULL","NULL","NULL","0.2300319489","0.0343","0","0.0141","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"189","Rich Mountain Community College","Mena","AR","71953","NULL","NULL","NULL","0.0537974684","0.0347","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"190","Paul Mitchell the School-Arkansas","Fayetteville","AR","72703","NULL","NULL","NULL","0.7432432432","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"191","Searcy Beauty College","Searcy","AR","72143","NULL","NULL","NULL","0.5555555556","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"192","Shorter College","N Little Rock","AR","72114","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"193","Williams Baptist College","Walnut Ridge","AR","72476","0.6798","510","24","0.3483146067","0.0089","0","0","0.0714","0","0","0","0","0.3985","NULL","NULL","NULL","NULL",1
"194","South Arkansas Community College","El Dorado","AR","71731-7010","NULL","NULL","NULL","0.0959349593","0.005","0","0","0","0","0","0","0.0038","NULL","NULL","NULL","NULL","NULL",2
"195","Southern Arkansas University Main Campus","Magnolia","AR","71753","0.6081","590","24","0.318627451","0.0088","0","0.0018","0.0405","0.0106","0","0.0335","0","0.2973","NULL","NULL","NULL","NULL",1
"196","Southern Arkansas University Tech","Camden","AR","71701-1906","NULL","NULL","NULL","0.2372093023","0.0651","0","0.0088","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"197","Velvatex College of Beauty Culture","Little Rock","AR","72202-5452","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"198","University of Arkansas-Fort Smith","Fort Smith","AR","72913-3649","0.5736","620","24","0.2152811148","0.0406","0","0.0398","0.033","0.0008","0","0.0069","0","0.2291","NULL","NULL","NULL","NULL",1
"199","Academy of Art University","San Francisco","CA","94105","NULL","NULL","NULL","0.1070593735","0.0675","0","0","0","0","0","0","0","0.332","NULL","NULL","NULL","NULL",1
"200","ITT Technical Institute-Rancho Cordova","Rancho Cordova","CA","95670-6034","0.3845","NULL","NULL","0.3599931422","0.3058","0","0.2686","0","0","0","0","0","0.4167","NULL","NULL","NULL","NULL",1
"201","Academy of Chinese Culture and Health Sciences","Oakland","CA","94612","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"202","The Academy of Radio and TV Broadcasting","Huntington Beach","CA","92647","NULL","NULL","NULL","0.7048192771","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"203","Avalon School of Cosmetology-Alameda","Alameda","CA","94501","NULL","NULL","NULL","0.4662921348","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"204","College of Alameda","Alameda","CA","94501","NULL","NULL","NULL","PrivacySuppressed","0.0192","0","0","0.0027","0.011","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"205","Allan Hancock College","Santa Maria","CA","93454-6399","NULL","NULL","NULL","0.0673154907","0.0125","0.0075","0.0025","0.0069","0.0144","0","0.0176","0","NULL","NULL","NULL","NULL","NULL",2
"206","American Academy of Dramatic Arts-Los Angeles","Los Angeles","CA","90028","0.1479","NULL","NULL","0.7111111111","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"207","American Baptist Seminary of the West","Berkeley","CA","94704-3029","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"208","American Film Institute Conservatory","Los Angeles","CA","90027-1625","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"209","American Beauty College","West Covina","CA","91790","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"210","American Career College-Los Angeles","Los Angeles","CA","90004","NULL","NULL","NULL","0.7073732719","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"211","American Conservatory Theater","San Francisco","CA","94108-5834","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"212","American River College","Sacramento","CA","95841-4286","NULL","NULL","NULL","0.0549817257","0.017","0.0019","0.0064","0","0.0039","0","0.0155","0","NULL","NULL","NULL","NULL","NULL",2
"213","Everest College-Hayward","Hayward","CA","94541","NULL","NULL","NULL","0.6235294118","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"214","Antelope Valley College","Lancaster","CA","93536-5426","NULL","NULL","NULL","0.1063888889","0.0504","0","0.059","0.0239","0.0146","0","0.0093","0","NULL","NULL","NULL","NULL","NULL",2
"215","Art Center College of Design","Pasadena","CA","91103","0.8167","NULL","NULL","0.5250737463","0","0","0","0","0","0","0","0","0.6436","NULL","NULL","NULL","NULL",1
"216","Associated Technical College-Los Angeles","Los Angeles","CA","90017-1604","NULL","NULL","NULL","0.3920076118","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"217","Associated Technical College-San Diego","San Diego","CA","92101","NULL","NULL","NULL","0.5245283019","0.1809","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"218","Azusa Pacific University","Azusa","CA","91702-7000","0.7985","610","27","0.1744115872","0.0051","0","0","0.0171","0.0057","0","0.0032","0","0.6486","NULL","NULL","NULL","NULL",1
"219","Bakersfield College","Bakersfield","CA","93305-1299","NULL","NULL","NULL","0.0279705117","0.0022","0.0033","0.0176","0.0291","0.0016","0","0.0022","0","NULL","NULL","NULL","NULL","NULL",2
"220","Barstow Community College","Barstow","CA","92311","NULL","NULL","NULL","0.0148063781","0.0119","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"221","Bellus Academy-National City","National City","CA","91950","NULL","NULL","NULL","0.5555555556","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"222","Bethesda University","Anaheim","CA","92801","0.8321","NULL","NULL","PrivacySuppressed","0.123","0","0","0","0","0","0","0","0.7826","NULL","NULL","NULL","NULL",1
"223","Biola University","La Mirada","CA","90639-0001","0.7286","620","27","0.5627659574","0.0055","0","0","0.0341","0.0121","0","0.0055","0","0.6819","NULL","NULL","NULL","NULL",1
"224","Brooks Institute","Ventura","CA","93001","0.98","NULL","NULL","0.5155279503","0","0","0","0","0","0","0","0","0.3654","NULL","NULL","NULL","NULL",1
"225","Brownson Technical School","Anaheim","CA","92805","NULL","NULL","NULL","0.6844919786","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"226","Bryan University","Los Angeles","CA","90010","NULL","NULL","NULL","0.0754716981","0","0","0","0","0","0","0","0","0.0638","NULL","NULL","NULL","NULL",1
"227","Butte College","Oroville","CA","95965-8399","NULL","NULL","NULL","0.0469655383","0.0157","0.0006","0.0266","0.0051","0.0006","0","0.0026","0","NULL","NULL","NULL","NULL","NULL",2
"228","Phillips Graduate Institute","Chatsworth","CA","91311","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"229","California Institute of Integral Studies","San Francisco","CA","94103","NULL","NULL","NULL","0.7833333333","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"230","Cabrillo College","Aptos","CA","95003","NULL","NULL","NULL","0.0511534604","0.0454","0.0095","0.0032","0.0082","0.0107","0","0.0095","0","NULL","NULL","NULL","NULL","NULL",2
"231","California Baptist University","Riverside","CA","92504-3297","0.788","560","24","0.2053494392","0","0.056","0","0.0226","0.0043","0","0.0032","0","0.5808","NULL","NULL","NULL","NULL",1
"232","California College of the Arts","San Francisco","CA","94107-2247","0.8157","NULL","NULL","0.5463917526","0","0","0","0","0","0","0","0","0.6183","NULL","NULL","NULL","NULL",1
"233","University of California-Hastings College of Law","San Francisco","CA","94102-4978","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"234","California Institute of Technology","Pasadena","CA","91125","0.1055","800","36","0.5762711864","0.1367","0.4297","0","0.1172","0.125","0","0.1758","0","0.9307","NULL","NULL","NULL","NULL",1
"235","California Lutheran University","Thousand Oaks","CA","91360-2787","0.4802","613","27","0.5851851852","0.0277","0.0166","0","0.0693","0.0083","0","0.0166","0","0.7005","NULL","NULL","NULL","NULL",1
"236","California Polytechnic State University-San Luis Obispo","San Luis Obispo","CA","93407","0.3123","690","31","0.6466074313","0.0173","0.3388","0.0055","0.0567","0.0142","0","0.0145","0","0.6972","NULL","NULL","NULL","NULL",1
"237","Alliant International University-San Diego","San Diego","CA","92131","0.4922","NULL","NULL","0.775862069","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"238","California State University-Bakersfield","Bakersfield","CA","93311-1099","0.6626","520","23","0.3320518981","0.0115","0.0014","0","0.0378","0.0169","0","0.0311","0","0.3946","NULL","NULL","NULL","NULL",1
"239","California State University-Stanislaus","Turlock","CA","95382-0299","0.7215","520","23","0.2955489614","0.0185","0","0","0.0555","0.0123","0","0.0148","0","0.5198","NULL","NULL","NULL","NULL",1
"240","California State University-San Bernardino","San Bernardino","CA","92407-2397","0.5831","510","22","0.4579820506","0.0134","0.0038","0","0.0262","0.0217","0","0.0141","0","0.4112","NULL","NULL","NULL","NULL",1
"241","California State Polytechnic University-Pomona","Pomona","CA","91768","0.5218","620","27","0.4353007946","0.0211","0.1772","0.0268","0.0491","0.0151","0","0.0129","0","0.5237","NULL","NULL","NULL","NULL",1
"242","California State University-Chico","Chico","CA","95929-0150","0.7161","570","25","0.5168654174","0.0343","0.0432","0.0418","0.0226","0.0072","0","0.0069","0","0.5605","NULL","NULL","NULL","NULL",1
"243","California State University-Dominguez Hills","Carson","CA","90747-0005","0.5747","470","20","0.3563981043","0.0141","0","0.002","0.0185","0.0113","0","0.004","0","0.2935","NULL","NULL","NULL","NULL",1
"244","California State University-Fresno","Fresno","CA","93740","0.5815","530","23","0.419876111","0.0024","0.0394","0.0213","0.0273","0.0086","0","0.0149","0","0.4859","NULL","NULL","NULL","NULL",1
"245","California State University-Fullerton","Fullerton","CA","92831-3599","0.4579","580","25","0.4855616758","0.007","0.0163","0","0.0249","0.0064","0","0.0059","0","0.5347","NULL","NULL","NULL","NULL",1
"246","California State University-East Bay","Hayward","CA","94542","0.6872","520","23","0.4286214136","0.0224","0.0061","0","0.0573","0.0053","0","0.0053","0","0.3808","NULL","NULL","NULL","NULL",1
"247","California State University-Long Beach","Long Beach","CA","90840-0115","0.3082","590","26","0.50419652","0.0067","0.0543","0.0089","0.0366","0.0094","0","0.0061","0","0.6033","NULL","NULL","NULL","NULL",1
