"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"3766","The University of Tennessee-Knoxville","Knoxville","TN","37996","0.6969","640","28","0.3936795688","0.0069","0.0836","0","0.0514","0.0098","0","0.0096","0","0.6316","53200","49500","53300","69700",1
"3767","The University of Tennessee-Martin","Martin","TN","38238-0002","0.7343","NULL","24","0.3555967842","0.0096","0.025","0","0.0549","0.0039","0","0.0183","0","0.4801","34200","39000","42100","51600",1
"3768","Fountainhead College of Technology","Knoxville","TN","37932","NULL","NULL","NULL","0.5423728814","0.5639","0","0.0376","0","0","0","0","0","0.9706","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","70700",1
"3769","Tennessee School of Beauty of Knoxville Inc","Knoxville","TN","37921","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"3770","Tennessee State University","Nashville","TN","37209-1561","NULL","NULL","NULL","0.3073194377","0.012","0.0481","0.0056","0.0389","0.0056","0","0.0139","0","0.356","36000","41000","42300","57900",1
"3771","Tennessee Technological University","Cookeville","TN","38505-0001","0.971","650","25","0.4498141264","0.0295","0.1421","0.0308","0.0504","0.0068","0","0.0283","0","0.4996","40300","41800","48300","58800",1
"3772","Tennessee Temple University","Winston Salem","NC","27101","0.2455","450","20","0.2735849057","0.0299","0","0","0","0","0","0","0","0.2679","36600","35800","38200","44400",1
"3773","Trevecca Nazarene University","Nashville","TN","37210","0.7396","560","23","0.1763341067","0.0423","0","0","0.0317","0.0026","0","0.0053","0","0.5439","38400","42500","48400","75900",1
"3774","Northeast State Community College","Blountville","TN","37617-0246","0.5849","NULL","20","0.1180124224","0.0186","0","0.1222","0","0","0","0","0.0256","NULL","26900","35100","39100","47600",2
"3775","Tusculum College","Greeneville","TN","37743","0.6938","565","23","0.4351395731","0","0","0","0.0334","0","0","0","0","0.3838","37700","47300","51100","59700",1
"3776","Union University","Jackson","TN","38305-3697","0.7655","650","27","0.5476973684","0.0138","0.02","0","0.0323","0.0046","0","0.0123","0","0.6059","44500","40100","46100","74000",1
"3777","New Concepts School of Cosmetology","Cleveland","TN","37311","NULL","NULL","NULL","0.4117647059","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","PrivacySuppressed",3
"3778","Vanderbilt University","Nashville","TN","37240","0.1642","780","34","0.8639455782","0.0121","0.1712","0","0.0605","0.0121","0","0.0225","0","0.9185","76600","71100","80400","102200",1
"3779","Volunteer Beauty Academy-Dyersburg","Dyersburg","TN","38024-1604","NULL","NULL","NULL","0.4754098361","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"3780","Volunteer State Community College","Gallatin","TN","37066-3188","1","NULL","20","0.1418002466","0","0","0","0","0","0","0","0","NULL","29700","34700","38600","50900",2
"3781","Walters State Community College","Morristown","TN","37813-6899","0.9956","NULL","NULL","0.1782032401","0.0132","0","0.0207","0","0","0","0","0","NULL","25800","33500","40000","46400",2
"3782","West Tennessee Business College","Jackson","TN","38301","NULL","NULL","NULL","0.6652542373","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","32900",2
"3783","William Moore College of Technology","Memphis","TN","38104-7240","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",2
"3784","Abilene Christian University","Abilene","TX","79699","0.6438","610","27","0.4530706837","0.0244","0","0","0.0632","0.0086","0","0.0129","0","0.5971","42800","46400","47600","57900",1
"3785","Alvin Community College","Alvin","TX","77511-4898","NULL","NULL","NULL","0.1439393939","0.0741","0","0.0678","0.0021","0.0073","0","0.0031","0.0793","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","65900",2
"3786","Amarillo College","Amarillo","TX","79109","NULL","NULL","NULL","0.1918412348","0.0298","0.0099","0.0833","0.0031","0.0031","0","0","0","NULL","32800","39900","47100","55400",2
"3787","American Commercial College-San Angelo","San Angelo","TX","76904","NULL","NULL","NULL","0.4677419355","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","33700",3
"3788","American Commercial College-Lubbock","Lubbock","TX","79411","NULL","NULL","NULL","0.4671052632","0.0028","0","0.1433","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","35400",3
"3789","American Commercial College-Abilene","Abilene","TX","79602","NULL","NULL","NULL","0.4628378378","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","31200",3
"3790","American Commercial College-Odessa","Odessa","TX","79762","NULL","NULL","NULL","0.5095238095","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","32700",3
"3791","ATI Technical Training Center","Dallas","TX","75235","NULL","NULL","NULL","0.4783599089","0","0","0.45","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","50900",3
"3792","Angelina College","Lufkin","TX","75902-1768","NULL","NULL","NULL","PrivacySuppressed","0.0133","0","0.0904","0","0","0","0.0013","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","51300",2
"3793","Angelo State University","San Angelo","TX","76909","0.9282","550","24","0.2694334651","0.0019","0","0","0.0363","0.0143","0","0.0067","0","0.31","39100","45200","45900","62600",1
"3794","Arlington Baptist College","Arlington","TX","76012-3425","NULL","NULL","NULL","0.3404255319","0","0","0","0","0","0","0","0","0.4063","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"3795","Arlington Career Institute","Grand Prairie","TX","75050","NULL","NULL","NULL","0.5249042146","0","0","0","0","0","0","0","0","NULL","25400","33000","PrivacySuppressed","45100",2
"3796","The Art Institute of Houston","Houston","TX","77027-9625","0.4236","NULL","NULL","0.3516699411","0.1311","0","0.0073","0","0","0","0","0","0.4254","34900","36900","44500","51800",1
"3797","Austin College","Sherman","TX","75090-4400","0.5246","680","NULL","0.7338129496","0.0073","0","0","0.0876","0.0073","0","0.0328","0","0.7493","48300","52500","57400","57200",1
"3798","Austin Community College District","Austin","TX","78752","NULL","NULL","NULL","0.0457008671","0.0367","0.0066","0.0915","0.0066","0.0018","0","0.0093","0.0057","NULL","36100","42000","44900","55900",2
"3799","Austin Presbyterian Theological Seminary","Austin","TX","78705-5711","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3800","Baldwin Beauty School-South Austin","Austin","TX","78704-4785","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","39900",3
"3801","Baptist Health System School of Health Professions","San Antonio","TX","78229","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",2
"3802","Baptist Missionary Association Theological Seminary","Jacksonville","TX","75766-5407","0.7692","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0.3333","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"3803","Texas A&M Health Science Center","Bryan","TX","77807","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"3804","Baylor College of Medicine","Houston","TX","77030-3498","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","148400",1
"3805","Baylor University","Waco","TX","76798","0.3966","680","28","0.5503875969","0.0276","0.0361","0","0.109","0.0073","0","0.0119","0","0.7166","51100","54500","58100","68000",1
"3806","Coastal Bend College","Beeville","TX","78102","NULL","NULL","NULL","PrivacySuppressed","0.096","0","0.0823","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","57700",2
"3807","Blinn College","Brenham","TX","77833-4098","NULL","NULL","NULL","0.058604336","0.0555","0","0","0.0959","0.0254","0","0.0055","0","NULL","37400","42300","49100","60200",2
"3808","Remington College-Dallas Campus","Garland","TX","75041","0.7122","NULL","NULL","0.5989974937","0.0328","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","38000",2
"3809","Vet Tech Institute of Houston","Houston","TX","77027","0.4167","NULL","NULL","0.5109489051","0","0","0","0","0","0","0","0","NULL","29900","31900","PrivacySuppressed","40900",2
"3810","Brazosport College","Lake Jackson","TX","77566-3199","NULL","NULL","NULL","PrivacySuppressed","0.0103","0","0.1172","0","0","0","0","0.0534","0.242","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","70000",1
"3811","Brookhaven College","Farmers Branch","TX","75244-4997","NULL","NULL","NULL","PrivacySuppressed","0.022","0","0","0","0","0","0","0","NULL","37400","45700","46700","60000",2
"3812","Capitol City Trade and Technical School","Austin","TX","78704","NULL","NULL","NULL","0.5300429185","0","0","0.5108","0","0","0","0","0","NULL","24000","33400","PrivacySuppressed","43900",3
"3813","Capitol City Careers","Austin","TX","78735","NULL","NULL","NULL","0.2177419355","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","39000",2
"3814","Cedar Valley College","Lancaster","TX","75134-3799","NULL","NULL","NULL","0.0097560976","0.0076","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","48600",2
"3815","Central Texas College","Killeen","TX","76549-4199","NULL","NULL","NULL","0.0601041174","0.0643","0.0003","0.0039","0.0022","0.0011","0","0.0006","0","NULL","35700","38800","PrivacySuppressed","55400",2
"3816","Charles and Sues School of Hair Design","Bryan","TX","77802","NULL","NULL","NULL","0.6","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"3817","Cisco College","Cisco","TX","76437","NULL","NULL","NULL","0.0468292683","0.0017","0","0","0","0","0","0","0","NULL","32800","34500","37200","52000",2
"3818","Clarendon College","Clarendon","TX","79226","NULL","NULL","NULL","0.116838488","0","0.0035","0.0521","0.0313","0.0069","0","0.0069","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","55900",2
"3819","Concordia University-Texas","Austin","TX","78726","0.9256","560","25","0.2035928144","0.0101","0","0","0.0202","0.0152","0","0","0","0.352","41400","39700","53500","71700",1
"3820","Conlee's College of Cosmetology","Kerrville","TX","78028-4312","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"3821","North Central Texas College","Gainesville","TX","76240-4699","NULL","NULL","NULL","0.063670412","0.0208","0","0.013","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","58800",2
"3822","Texas A & M University-Corpus Christi","Corpus Christi","TX","78412-5503","0.8465","540","23","0.3606010017","0.0138","0","0.0153","0.0979","0.0122","0","0.0291","0","0.3972","44300","47900","50300","64400",1
"3823","Cosmetology Career Center LLC","Carrollton","TX","75006","NULL","NULL","NULL","0.6171171171","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","53300",3
"3824","Court Reporting Institute of Dallas","Dallas","TX","75247","NULL","NULL","NULL","0.0347826087","0","0","0","0","0","0","0","0","NULL","29500","38200","39500","52700",2
"3825","Dallas Baptist University","Dallas","TX","75211-9299","0.4374","649","NULL","0.5060240964","0.0038","0","0","0.0366","0.005","0","0","0","0.5559","35000","47100","53100","68900",1
"3826","Dallas Christian College","Dallas","TX","75234-7299","0.6355","540","24","0.3775510204","0","0","0","0","0","0","0","0","0.325","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","65500",1
"3827","Dallas Institute of Funeral Service","Dallas","TX","75227-4314","NULL","NULL","NULL","0.6625","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","54500",2
"3828","Dallas Theological Seminary","Dallas","TX","75204","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3829","University of Dallas","Irving","TX","75062-4736","0.8752","640","28","0.55","0","0","0","0.1033","0.0074","0","0.048","0","0.7344","47300","46400","50900","69100",1
"3830","Del Mar College","Corpus Christi","TX","78404-3897","NULL","NULL","NULL","0.1392276423","0","0.0006","0.0229","0.0097","0.0054","0","0.0078","0.029","NULL","32300","39500","47800","58700",2
"3831","DeVry University-Texas","Irving","TX","75063-2439","0.9401","NULL","NULL","0.126394998","0.1438","0.0336","0.0995","0","0","0","0","0","0.2619","43900","52000","60200","73100",1
"3832","Career Point College","San Antonio","TX","78201","NULL","NULL","NULL","0.4264413519","0.0477","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","35300",1
"3833","East Texas Baptist University","Marshall","TX","75670-1498","0.5724","530","23","0.293398533","0","0","0","0.0474","0.0095","0","0.0095","0","0.4319","38200","42400","45700","58200",1
"3834","Texas A & M University-Texarkana","Texarkana","TX","75503","0.4954","540","24","0.5050167224","0.0061","0.0152","0","0.0364","0.0545","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","52600",1
"3835","Texas A & M University-Commerce","Commerce","TX","75429-3011","0.4404","540","24","0.478531425","0.0101","0.0047","0.0148","0.0156","0.0148","0","0.0062","0","0.3674","36700","38800","42300","52800",1
"3836","Eastfield College","Mesquite","TX","75150-2099","NULL","NULL","NULL","0.0104102878","0.007","0","0.1338","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","49800",2
"3837","El Centro College","Dallas","TX","75202-3604","NULL","NULL","NULL","0.0198275862","0.1361","0","0","0","0","0","0","0.0027","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","52200",2
"3838","El Paso Community College","El Paso","TX","79925","NULL","NULL","NULL","0.07272361","0.0179","0.0047","0.0066","0.014","0.0022","0","0.0014","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","45600",2
"3839","Western Technical College","El Paso","TX","79924","NULL","NULL","NULL","0.7026737968","0.2215","0","0.0839","0","0","0","0","0","NULL","35400","35200","PrivacySuppressed","48000",2
"3840","Western Technical College","El Paso","TX","79927","0.8571","NULL","NULL","0.7026737968","0","0","0.26","0","0","0","0","0","NULL","35400","35200","PrivacySuppressed","48000",2
"3841","Exposito School of Hair Design","Amarillo","TX","79109-3208","NULL","NULL","NULL","0.5135135135","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"3842","South University-The Art Institute of Dallas","Dallas","TX","75231-5993","0.4083","NULL","NULL","0.159801877","0.118","0","0","0","0","0","0","0","0.3026","30200","41900","45300","74600",1
"3843","Fort Worth Beauty School","Fort Worth","TX","76116","NULL","NULL","NULL","0.3645833333","0","0","0","0","0","0","0","0","NULL","20200","23200","PrivacySuppressed","35500",3
"3844","Frank Phillips College","Borger","TX","79008-5118","NULL","NULL","NULL","0.0327868852","0.0216","0.0072","0.0432","0.0216","0","0","0.0144","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","57500",2
"3845","Franklin Beauty School","Houston","TX","77021-2909","NULL","NULL","NULL","0.3783783784","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","30700",3
