"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL","PELL_COMP_ORIG_YR6_RT","NOPELL_COMP_ORIG_YR6_RT","COMPL_RPY_3YR_RT","PELL_RPY_3YR_RT","NOPELL_RPY_3YR_RT","COMPL_RPY_1YR_RT","PELL_RPY_1YR_RT","NOPELL_RPY_1YR_RT","COSTT4_A","LO_INC_COMP_ORIG_YR4_RT","MD_INC_COMP_ORIG_YR4_RT","HI_INC_COMP_ORIG_YR4_RT"
"2838","Rowan-Cabarrus Community College","Salisbury","NC","28146","NULL","NULL","NULL","0.0296774194","0.0693","0","0.0289","0.0188","0","0","0","0","NULL","24300","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","9972","0.0294365013","PrivacySuppressed","PrivacySuppressed"
"2839","Saint Augustine's University","Raleigh","NC","27610-2298","0.4709","430","NULL","0.2893890675","0.0286","0","0","0.0286","0.0143","0","0","0","0.3526","25500","30000","36500","NULL",1,"0.2505263158","0.1696428571","0.5321637427","0.3632538569","0.4611111111","0.4813278008","0.3233724653","0.4230769231","30060","0.2684931507","0.3","0.3636363636"
"2840","Salem College","Winston-Salem","NC","27101","0.6074","590","26","0.4247104247","0","0","0","0.068","0.0068","0","0.0136","0","0.6275","31400","34000","38900","NULL",1,"0.2361111111","0.1818181818","PrivacySuppressed","0.8069498069","0.8774193548","PrivacySuppressed","0.7303754266","0.8709677419","39028","0.380952381","0.3953488372","0.5294117647"
"2841","Sampson Community College","Clinton","NC","28329-0318","NULL","NULL","NULL","0.1529051988","0.0791","0","0.0312","0","0","0","0","0","NULL","24200","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","11927","0.1402214022","PrivacySuppressed","PrivacySuppressed"
"2842","Sandhills Community College","Pinehurst","NC","28374","NULL","NULL","NULL","0.0733471074","0.0813","0.0045","0.0768","0","0","0","0","0","NULL","25100","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","13420","0.0633540373","PrivacySuppressed","PrivacySuppressed"
"2843","Shaw University","Raleigh","NC","27601","0.4819","NULL","NULL","0.2339393939","0.0346","0","0","0.0231","0","0","0.0086","0","0.2582","25900","30900","34700","NULL",1,"0.2935560859","0.3146067416","0.4036511156","0.2944932163","0.3636363636","0.3438256659","0.2333333333","0.3348017621","25684","0.2380952381","0.2297297297","0.2179487179"
"2844","Paul Mitchell the School-Fayetteville","Fayetteville","NC","28303-5364","NULL","NULL","NULL","0.4888888889","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.7857142857","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"2845","St Andrews University","Laurinburg","NC","28352","NULL","NULL","NULL","0.2826855124","0","0","0","0.125","0","0","0.025","0","0.3744","29800","38400","44900","NULL",1,"0.4736842105","0.3467741935","0.7477477477","0.5402298851","0.7918781726","0.7748344371","0.5765124555","0.8218390805","36252","0.2735849057","0.2272727273","0.3483146067"
"2846","Empire Beauty School-Matthews","Matthews","NC","28105","NULL","NULL","NULL","0.5655172414","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.5088757396","0.3921568627","0.3976377953","0.3260869565","0.5679012346","0.3643835616","0.3220611916","0.472972973","NULL","0.5497630332","PrivacySuppressed","PrivacySuppressed"
"2847","Southeastern Community College","Whiteville","NC","28472-5422","NULL","NULL","NULL","0.0542264753","0.1214","0","0.0465","0","0","0","0","0","NULL","24100","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.3188405797","0.5147058824","12444","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"2848","Southwestern Community College","Sylva","NC","28779","NULL","NULL","NULL","0.3032629559","0.057","0","0.0387","0","0","0","0","0","NULL","23800","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.1166180758","0.5217391304","0.7875","PrivacySuppressed","PrivacySuppressed","0.5847457627","0.5045045045","0.6721311475","15887","0.2663185379","PrivacySuppressed","PrivacySuppressed"
"2849","Stanly Community College","Albemarle","NC","28001","NULL","NULL","NULL","0.1802773498","0.0682","0","0.0742","0","0","0","0","0","NULL","26400","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","16399","0.1549295775","PrivacySuppressed","PrivacySuppressed"
"2850","Surry Community College","Dobson","NC","27017-8432","NULL","NULL","NULL","0.0582524272","0.0422","0","0.0321","0","0","0","0","0","NULL","26400","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.5514018692","0.7894736842","12054","0.0486618005","PrivacySuppressed","PrivacySuppressed"
"2851","Alamance Community College","Graham","NC","27253-8000","NULL","NULL","NULL","0.1563706564","0.0332","0","0.0408","0","0","0","0","0.0142","NULL","26500","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","12915","0.1464891041","PrivacySuppressed","PrivacySuppressed"
"2852","Tri-County Community College","Murphy","NC","28906","NULL","NULL","NULL","0.2647058824","0.0492","0","0","0","0","0","0","0","NULL","23500","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","12682","0.2427983539","PrivacySuppressed","PrivacySuppressed"
"2853","Vance-Granville Community College","Henderson","NC","27537","NULL","NULL","NULL","0.0434782609","0.0123","0","0.007","0","0","0","0","0.0018","NULL","24800","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","11121","0.0418353576","PrivacySuppressed","PrivacySuppressed"
"2854","Wake Forest University","Winston-Salem","NC","27106","0.3397","NULL","NULL","0.8320754717","0.0153","0","0","0.0692","0.0171","0","0.045","0","0.8749","57800","74200","85900","NULL",1,"0.7474747475","0.8911764706","0.9752851711","0.9349112426","0.9741035857","PrivacySuppressed","0.9346733668","0.9752212389","56236","0.7882352941","0.8833333333","0.8246153846"
"2855","Wake Technical Community College","Raleigh","NC","27603-5696","NULL","NULL","NULL","0.1749798874","0.0799","0.0073","0.0307","0","0","0","0","0","NULL","32000","37000","43600","NULL",2,"0.1014760148","0.2525252525","0.8218623482","0.6304093567","0.7520661157","0.7716535433","0.5157480315","0.7185261003","11449","0.1571428571","0.1996830428","0.2285714286"
"2856","Warren Wilson College","Swannanoa","NC","28778-2099","0.7203","590","NULL","0.5284552846","0","0","0","0.0636","0","0","0.0273","0","0.574","28700","27400","28700","NULL",1,"0.5913978495","0.402173913","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.9356435644","0.8670212766","0.9282051282","39302","0.527027027","0.5211267606","0.5346534653"
"2857","Watts School of Nursing","Durham","NC","27705-2505","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL"
"2858","Wayne Community College","Goldsboro","NC","27534-8002","NULL","NULL","NULL","0.1961852861","0.0303","0","0.0607","0","0","0","0","0","NULL","27000","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.0634146341","0.34","0.8101265823","0.675862069","0.869047619","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","6980","0.1588132635","PrivacySuppressed","PrivacySuppressed"
"2859","Western Piedmont Community College","Morganton","NC","28655-4511","NULL","NULL","NULL","0.0477386935","0.0205","0","0.0557","0","0","0","0","0","NULL","25700","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.0637168142","0.4666666667","0.7875","0.5248868778","0.6666666667","PrivacySuppressed","0.3200723327","0.5942028986","12966","0.041958042","PrivacySuppressed","PrivacySuppressed"
"2860","Wilkes Community College","Wilkesboro","NC","28697","NULL","NULL","NULL","0.1240981241","0.0556","0","0.1145","0","0","0","0","0","NULL","25100","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.0606060606","0.2857142857","0.7608695652","0.6265060241","0.7966101695","0.6388888889","0.4934210526","0.72","8450","0.1155555556","PrivacySuppressed","PrivacySuppressed"
"2861","Wilson Community College","Wilson","NC","27893-3310","NULL","NULL","NULL","0.1255144033","0.0201","0","0.0344","0","0","0","0","0","NULL","25100","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","12315","0.1073170732","PrivacySuppressed","PrivacySuppressed"
"2862","Wingate University","Wingate","NC","28174-0159","0.8089","573","NULL","0.4987654321","0.0038","0","0","0.1231","0.0192","0","0.0192","0","0.4494","43000","41700","48400","NULL",1,"0.4156626506","0.4918918919","0.9079754601","0.7900355872","0.8888888889","0.9233038348","0.7919463087","0.9386503067","33700","0.4833333333","0.4896551724","0.5214285714"
"2863","Carolina Christian College","Winston Salem","NC","27105","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","14275","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"2864","Winston Salem Barber School","Winston-Salem","NC","27127","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"2865","Winston-Salem State University","Winston-Salem","NC","27110-0001","0.5646","490","19","0.3378519291","0.0355","0","0","0.0185","0.0046","0","0.0062","0","0.4047","34000","37500","38000","NULL",1,"0.3609239654","0.4024767802","0.6934306569","0.5738451529","0.6765676568","0.5849056604","0.4448548813","0.6138461538","15801","0.2954070981","0.3494983278","0.4309392265"
"2866","Western Carolina University","Cullowhee","NC","28723-9646","0.3866","570","25","0.5406976744","0.0062","0.0062","0.0572","0.0275","0.0135","0","0.0219","0","0.4795","37300","39500","41400","NULL",1,"0.510567297","0.4754098361","0.8915365653","0.8060708263","0.8531711555","0.866807611","0.7409326425","0.8469301934","16684","0.4875717017","0.5513307985","0.5851703407"
"2867","Rasmussen College-North Dakota","Fargo","ND","58103-7196","0.8649","NULL","NULL","0.3048763448","0.0477","0","0","0","0","0","0","0","0.3393","28900","34600","37200","NULL",1,"0.3107526882","0.3552894212","0.737704918","0.4622203461","0.457948244","0.7250648432","0.5044487696","0.608003108","24955","0.2523153377","0.3742901394","0.4287515763"
"2868","Bismarck State College","Bismarck","ND","58506-5587","NULL","NULL","NULL","0.3787878788","0.0119","0","0.2826","0","0","0","0","0","0.4093","37800","48100","50900","NULL",1,"0.2839756592","0.3779527559","0.9386792453","0.803516029","0.9364919355","0.9404052443","0.8257394085","0.9247404844","11286","0.2911963883","0.4228028504","0.4413580247"
"2869","Dickinson State University","Dickinson","ND","58601-4896","0.6654","510","24","0.3869047619","0.0416","0","0","0.0364","0.0026","0","0.0052","0","0.3784","40900","48600","47800","NULL",1,"0.3573883162","0.4372093023","0.9761336516","0.8804347826","0.9518072289","0.9395348837","0.8790697674","0.952688172","13608","0.3691588785","0.3803680982","0.4251968504"
"2870","Nueta Hidatsa Sahnish College","New Town","ND","58763","NULL","NULL","NULL","PrivacySuppressed","0.0263","0","0","0","0.0263","0","0","0","0.0909","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","12345","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"2871","Josef's School of Hair Design Inc-Grand Forks","Grand Forks","ND","58201","NULL","NULL","NULL","0.6103896104","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","0.4473684211","PrivacySuppressed","PrivacySuppressed"
"2872","Headquarters Academy of Hair Design Inc","Minot","ND","58701-3914","NULL","NULL","NULL","0.4571428571","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.6176470588","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"2873","University of Jamestown","Jamestown","ND","58405","0.5626","550","25","0.4029304029","0.0242","0","0","0.0364","0","0","0.0061","0","0.521","40000","46600","45900","NULL",1,"0.4210526316","0.393442623","PrivacySuppressed","0.8858447489","0.9196428571","PrivacySuppressed","0.8739130435","0.935483871","26770","0.3220338983","0.3894736842","0.4537815126"
"2874","Josef's School of Hair Design Inc-Fargo Downtown","Fargo","ND","58102","NULL","NULL","NULL","0.447761194","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.75","0.603960396","0.75","NULL","PrivacySuppressed","0.5","PrivacySuppressed"
