"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"3386",3386,"The University of the Arts","Philadelphia","PA","19102-4901","0.7539","550","NULL","0.5957854406",NA,NA,NA,NA,NA,NA,NA,NA,"0.6378","NULL","NULL","NULL","NULL",1
"3387",3387,"Cairn University-Langhorne","Langhorne","PA","19047-2990","0.5131","550","24","0.571942446",NA,NA,NA,NA,NA,NA,NA,NA,"0.6988","NULL","NULL","NULL","NULL",1
"3388",3388,"Philadelphia College of Osteopathic Medicine","Philadelphia","PA","19131","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3389",3389,"University of the Sciences","Philadelphia","PA","19104-4495","0.5635","660","NULL","0.5995807128","0.0022",NA,NA,"0.1148",NA,NA,"0.0221",NA,"0.7181","NULL","NULL","NULL","NULL",1
"3391",3391,"University of Pittsburgh-Bradford","Bradford","PA","16701","0.8532","550","23","0.6302998049","0.0448","0.0119","0.0358","0.0418","0.0119",NA,"0.0328",NA,"0.5189","NULL","NULL","NULL","NULL",1
"3392",3392,"University of Pittsburgh-Greensburg","Greensburg","PA","15601-5860","0.9311","560","24","0.6302998049",NA,NA,NA,"0.125","0.0227",NA,"0.0644",NA,"0.5329","NULL","NULL","NULL","NULL",1
"3393",3393,"University of Pittsburgh-Johnstown","Johnstown","PA","15904","0.9038","570","25","0.6302998049","0.0241",NA,"0.1926","0.0832","0.0088",NA,"0.0416",NA,"0.5501","NULL","NULL","NULL","NULL",1
"3394",3394,"University of Pittsburgh-Pittsburgh Campus","Pittsburgh","PA","15260","0.5613","680","33","0.6302998049","0.0238","0.1036",NA,"0.0644","0.0152",NA,"0.0263",NA,"0.8044","NULL","NULL","NULL","NULL",1
"3400",3400,"Pittsburgh Theological Seminary","Pittsburgh","PA","15206-2596","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3402",3402,"Point Park University","Pittsburgh","PA","15222-1984","0.7393","540","24","0.4592274678","0.0454",NA,"0.0407","0.0141",NA,NA,NA,NA,"0.4978","NULL","NULL","NULL","NULL",1
"3407",3407,"Reconstructionist Rabbinical College","Wyncote","PA","19095-1898","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3408",3408,"Reformed Presbyterian Theological Seminary","Pittsburgh","PA","15208-2594","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3409",3409,"The Restaurant School at Walnut Hill College","Philadelphia","PA","19104","NULL","NULL","NULL","0.3033175355",NA,NA,NA,NA,NA,NA,NA,NA,"0.5027","NULL","NULL","NULL","NULL",1
"3411",3411,"Robert Morris University","Moon Township","PA","15108-1189","0.8051","590","25","0.5233009709","0.0134","0.0523",NA,"0.0362","0.0336",NA,NA,NA,"0.5587","NULL","NULL","NULL","NULL",1
"3413",3413,"Rosemont College","Rosemont","PA","19010-1699","0.5838","510","22","0.2996108949",NA,NA,NA,"0.1765",NA,NA,"0.0168",NA,"0.4559","NULL","NULL","NULL","NULL",1
"3414",3414,"Saint Francis University","Loretto","PA","15940","0.7606","590","25","0.5922746781","0.0221","0.0055","0.0028","0.0691","0.0138",NA,"0.0276",NA,"0.7146","NULL","NULL","NULL","NULL",1
"3415",3415,"Saint Joseph's University","Philadelphia","PA","19131-1395","0.7873","610","27","0.6927138332","0.0051",NA,NA,"0.0382","0.0076",NA,"0.0136",NA,"0.7851","NULL","NULL","NULL","NULL",1
"3416",3416,"Saint Vincent College","Latrobe","PA","15650-2690","0.6875","580","26","0.6202830189","0.0273",NA,NA,"0.0929","0.0492",NA,"0.0492",NA,"0.6998","NULL","NULL","NULL","NULL",1
"3417",3417,"Saint Vincent Seminary","Latrobe","PA","15650-2690","NULL","NULL","NULL","0.6202830189","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3419",3419,"University of Scranton","Scranton","PA","18510-4629","0.7503","610","NULL","0.7433628319","0.0097","0.0065","0.0022","0.121","0.0086",NA,"0.013",NA,"0.8176","NULL","NULL","NULL","NULL",1
"3420",3420,"Seton Hill University","Greensburg","PA","15601","0.652","580","NULL","0.5412844037","0.0132",NA,NA,"0.0728","0.0397",NA,"0.0066",NA,"0.6113","NULL","NULL","NULL","NULL",1
"3424",3424,"Shippensburg University of Pennsylvania","Shippensburg","PA","17257-2299","0.8341","550","23","0.5135549872","0.0341","0.0033",NA,"0.0473","0.0204",NA,"0.0158",NA,"0.5483","NULL","NULL","NULL","NULL",1
"3425",3425,"Slippery Rock University of Pennsylvania","Slippery Rock","PA","16057-1383","0.6698","550","24","0.5535795714","0.021",NA,"0.0436","0.0193","0.0088",NA,"0.0199",NA,"0.6262","NULL","NULL","NULL","NULL",1
"3426",3426,"Saint Charles Borromeo Seminary-Overbrook","Wynnewood","PA","19096","0.8571","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.4286","NULL","NULL","NULL","NULL",1
"3431",3431,"Susquehanna University","Selinsgrove","PA","17870-1025","0.7233","610","27","0.7122736419","0.0121",NA,NA,"0.0665","0.002",NA,"0.0302",NA,"0.747","NULL","NULL","NULL","NULL",1
"3432",3432,"Swarthmore College","Swarthmore","PA","19081","0.1432","770","34","0.876344086","0.0341","0.0551",NA,"0.1286","0.0394",NA,"0.0472",NA,"0.9342","NULL","NULL","NULL","NULL",1
"3434",3434,"Talmudical Yeshiva of Philadelphia","Philadelphia","PA","19131","0.7273","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.4571","NULL","NULL","NULL","NULL",1
"3435",3435,"Temple University","Philadelphia","PA","19122-6096","0.6387","620","27","0.6327178304","0.0252","0.0275","0.0061","0.0527","0.0043",NA,"0.0161",NA,"0.6632","NULL","NULL","NULL","NULL",1
"3436",3436,"Thiel College","Greenville","PA","16125-2181","0.655","540","25","0.3116883117","0.0136",NA,NA,"0.1293","0.0068",NA,"0.0204",NA,"0.3444","NULL","NULL","NULL","NULL",1
"3437",3437,"Thomas Jefferson University","Philadelphia","PA","19107","NULL","NULL","NULL","0.7690531178",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"3443",3443,"Trinity Episcopal School for Ministry","Ambridge","PA","15003-2397","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3444",3444,"Ursinus College","Collegeville","PA","19426-1000","0.6633","640","28","0.7869674185","0.0169",NA,NA,"0.2386","0.0313",NA,"0.0313",NA,"0.7906","NULL","NULL","NULL","NULL",1
"3445",3445,"University of Valley Forge","Phoenixville","PA","19460-2373","0.6585","530","23","0.3195876289",NA,NA,NA,NA,NA,NA,NA,NA,"0.4176","NULL","NULL","NULL","NULL",1
"3448",3448,"Villanova University","Villanova","PA","19085-1699","0.489","710","32","0.7620297463","0.0123","0.1291",NA,"0.0721","0.0246",NA,"0.0302",NA,"0.9008","NULL","NULL","NULL","NULL",1
"3451",3451,"Washington & Jefferson College","Washington","PA","15301","0.3973","NULL","NULL","0.7197640118","0.0151",NA,NA,"0.0634","0.0211",NA,"0.0483",NA,"0.7709","NULL","NULL","NULL","NULL",1
"3452",3452,"Waynesburg University","Waynesburg","PA","15370-1257","0.7523","550","25","0.5770491803","0.0261",NA,NA,"0.0783","0.0104",NA,"0.0104",NA,"0.5398","NULL","NULL","NULL","NULL",1
"3454",3454,"West Chester University of Pennsylvania","West Chester","PA","19383","0.5156","600","NULL","0.5309090909","0.0087",NA,NA,"0.0318","0.0155",NA,"0.0188",NA,"0.6864","NULL","NULL","NULL","NULL",1
"3457",3457,"Westminster College","New Wilmington","PA","16172","0.7336","570","25","0.6596858639","0.015",NA,NA,"0.1287","0.0329",NA,"0.024",NA,"0.7653","NULL","NULL","NULL","NULL",1
"3458",3458,"Westminster Theological Seminary","Glenside","PA","19038","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3460",3460,"Widener University-Main Campus","Chester","PA","19013-5792","0.6726","580","NULL","0.5604626709","0.0179","0.1149",NA,"0.0388","0.0045",NA,"0.0164",NA,"0.5601","NULL","NULL","NULL","NULL",1
"3461",3461,"Wilkes University","Wilkes-Barre","PA","18766","0.7598","600","NULL","0.4897959184","0.0195","0.1039","0.0022","0.0433","0.0152",NA,"0.0195",NA,"0.579","NULL","NULL","NULL","NULL",1
"3462",3462,"Wilson College","Chambersburg","PA","17201-1285","0.5267","550","NULL","0.2807017544",NA,NA,NA,"0.0795","0.0114",NA,NA,NA,"0.5732","NULL","NULL","NULL","NULL",1
"3463",3463,"Yeshivath Beth Moshe","Scranton","PA","18505","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.7647","NULL","NULL","NULL","NULL",1
"3464",3464,"York College Pennsylvania","York","PA","17403-3651","0.7351","578","26","0.5128205128","0.006","0.028",NA,"0.037","0.011",NA,"0.013",NA,"0.5777","NULL","NULL","NULL","NULL",1
"3468",3468,"Brown University","Providence","RI","02912","0.0918","780","34","0.8913362702","0.0405","0.0644",NA,"0.1094","0.065",NA,"0.0393",NA,"0.9452","NULL","NULL","NULL","NULL",1
"3469",3469,"Bryant University","Smithfield","RI","02917-1291","0.7655","630","NULL","0.6","0.0239",NA,NA,"0.0066","0.0518",NA,NA,NA,"0.8198","NULL","NULL","NULL","NULL",1
"3470",3470,"Johnson & Wales University-Providence","Providence","RI","02903-3703","0.7602","NULL","NULL","0.4943028796","0.0352","0.0062","0.0099",NA,NA,NA,NA,NA,"0.5783","NULL","NULL","NULL","NULL",1
"3472",3472,"New England Institute of Technology","East Greenwich","RI","02818-1205","NULL","NULL","NULL","0.376146789","0.1711",NA,"0.1569",NA,NA,NA,NA,NA,"0.511","NULL","NULL","NULL","NULL",1
"3475",3475,"Providence College","Providence","RI","02918-0001","0.5979","640","NULL","0.7542262679","0.0091","0.001",NA,"0.0775","0.007",NA,"0.001",NA,"0.8504","NULL","NULL","NULL","NULL",1
"3476",3476,"Rhode Island College","Providence","RI","02908","0.6915","520","22","0.3215623328","0.0158",NA,"0.0008","0.0183","0.0083",NA,"0.0075",NA,"0.4292","NULL","NULL","NULL","NULL",1
"3478",3478,"University of Rhode Island","Kingston","RI","02881","0.7871","590","NULL","0.5613270777","0.0111","0.0773",NA,"0.0696","0.0094",NA,"0.0108",NA,"0.6344","NULL","NULL","NULL","NULL",1
"3479",3479,"Rhode Island School of Design","Providence","RI","02903-2784","0.2731","710","31","0.845323741",NA,NA,NA,NA,NA,NA,NA,NA,"0.8732","NULL","NULL","NULL","NULL",1
"3480",3480,"Roger Williams University","Bristol","RI","02809-2921","0.8098","NULL","NULL","0.6183465459","0.0011","0.0336","0.0315","0.0599","0.0053",NA,"0.0021",NA,"0.6255","NULL","NULL","NULL","NULL",1
"3481",3481,"Salve Regina University","Newport","RI","02840-4192","0.6706","600","26","0.6861471861",NA,NA,NA,"0.0534","0.0139",NA,"0.0139",NA,"0.6403","NULL","NULL","NULL","NULL",1
"3484",3484,"Northpoint Bible College","Haverhill","MA","01835","NULL","NULL","NULL","0.3483146067",NA,NA,NA,NA,NA,NA,NA,NA,"0.5106","NULL","NULL","NULL","NULL",1
"3486",3486,"Allen University","Columbia","SC","29204","NULL","NULL","NULL","0.1424581006",NA,NA,NA,"0.1605","0.0864",NA,"0.0123",NA,"0.2286","NULL","NULL","NULL","NULL",1
"3487",3487,"Anderson University","Anderson","SC","29621-4035","0.6502","580","25","0.468641115",NA,NA,NA,"0.0484","0.0085",NA,NA,NA,"0.4138","NULL","NULL","NULL","NULL",1
"3488",3488,"Charleston Southern University","Charleston","SC","29406-9121","0.6887","540","23","0.356223176","0.0214",NA,NA,"0.1113","0.0064",NA,NA,"0.0021","0.3615","NULL","NULL","NULL","NULL",1
"3490",3490,"Benedict College","Columbia","SC","29204-1086","NULL","NULL","NULL","0.2078364566","0.0265","0.0345",NA,"0.1088","0.0053",NA,"0.0239",NA,"0.2997","NULL","NULL","NULL","NULL",1
"3491",3491,"Bob Jones University","Greenville","SC","29614-0001","0.8241","NULL","25","0.4623955432","0.0128","0.0256","0.0028","0.0356","0.0085",NA,"0.0057",NA,"0.6127","NULL","NULL","NULL","NULL",1
"3492",3492,"Southern Wesleyan University","Central","SC","29630-1020","0.937","510","22","0.3340517241","0.0099",NA,NA,"0.037","0.0025",NA,"0.0074",NA,"0.4426","NULL","NULL","NULL","NULL",1
"3494",3494,"College of Charleston","Charleston","SC","29424-0001","0.7031","630","26","0.6044776119","0.0176",NA,NA,"0.1081","0.0104",NA,"0.0356",NA,"0.6448","NULL","NULL","NULL","NULL",1
"3497",3497,"Citadel Military College of South Carolina","Charleston","SC","29409","0.8041","600","25","0.5780346821","0.0096","0.1778",NA,"0.0268","0.0038",NA,"0.021",NA,"0.6885","NULL","NULL","NULL","NULL",1
"3498",3498,"Claflin University","Orangeburg","SC","29115-4498","0.526","510","20","0.4066115702","0.0096","0.0064",NA,"0.1222","0.0064",NA,"0.0032",NA,"0.437","NULL","NULL","NULL","NULL",1
"3499",3499,"Clemson University","Clemson","SC","29634","0.5787","680","NULL","0.6770549279","0.0172","0.1718","0.0108","0.0858","0.0118",NA,"0.0132",NA,"0.8253","NULL","NULL","NULL","NULL",1
"3500",3500,"Clinton College","Rock Hill","SC","29730","NULL","NULL","NULL","0.3292682927",NA,NA,NA,NA,NA,NA,NA,NA,"0.5893","NULL","NULL","NULL","NULL",1
"3501",3501,"Coker College","Hartsville","SC","29550","0.5326","530","24","0.4916666667","0.0087",NA,NA,"0.0303","0.0346",NA,"0.0173",NA,"0.4322","NULL","NULL","NULL","NULL",1
"3502",3502,"Columbia International University","Columbia","SC","29203-1513","0.6258","580","25","0.5405405405",NA,NA,NA,NA,NA,NA,NA,NA,"0.6522","NULL","NULL","NULL","NULL",1
"3503",3503,"Columbia College","Columbia","SC","29203","0.6499","560","23","0.3846153846","0.0178",NA,NA,"0.0533","0.0044",NA,"0.0089",NA,"0.4244","NULL","NULL","NULL","NULL",1
"3504",3504,"Converse College","Spartanburg","SC","29302-0006","0.5201","570","24","0.5138888889",NA,NA,NA,"0.038","0.0316",NA,"0.019",NA,"0.6194","NULL","NULL","NULL","NULL",1
"3506",3506,"Erskine College","Due West","SC","29639","0.6973","560","25","0.5771812081",NA,NA,NA,"0.1983","0.0165",NA,"0.0826",NA,"0.5644","NULL","NULL","NULL","NULL",1
"3509",3509,"Francis Marion University","Florence","SC","29506","0.5667","530","21","0.3531021898","0.0085",NA,"0.0068","0.1536","0.0137",NA,"0.0358",NA,"0.4059","NULL","NULL","NULL","NULL",1
"3510",3510,"Furman University","Greenville","SC","29613-6162","0.6397","670","NULL","0.7795275591","0.0165","0.005",NA,"0.0876","0.0132",NA,"0.0661",NA,"0.8426","NULL","NULL","NULL","NULL",1
"3515",3515,"Lander University","Greenwood","SC","29649-2099","0.4216","520","22","0.3687436159","0.0145",NA,NA,"0.0311","0.0124",NA,"0.0145",NA,"0.515","NULL","NULL","NULL","NULL",1
"3516",3516,"Limestone College","Gaffney","SC","29340-3799","0.5322","560","24","0.3916500994","0.1025",NA,NA,"0.0114","0.0013",NA,"0.0025",NA,"0.3644","NULL","NULL","NULL","NULL",1
"3517",3517,"Lenoir-Rhyne University-Lutheran Theological Southern Seminary","Columbia","SC","29203-5898","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3518",3518,"Medical University of South Carolina","Charleston","SC","29425","NULL","NULL","NULL","0.9345794393",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"3520",3520,"Morris College","Sumter","SC","29150-3599","NULL","NULL","NULL","0.3009708738",NA,NA,NA,"0.0902","0.0301",NA,NA,NA,"0.2644","NULL","NULL","NULL","NULL",1
"3521",3521,"Newberry College","Newberry","SC","29108","0.5908","540","22","0.375",NA,NA,NA,"0.0891","0.0347",NA,"0.0149",NA,"0.4458","NULL","NULL","NULL","NULL",1
"3522",3522,"North Greenville University","Tigerville","SC","29688-1892","0.5791","670","29","0.4864864865",NA,NA,NA,"0.0335","0.0129",NA,NA,NA,"0.5464","NULL","NULL","NULL","NULL",1
"3525",3525,"Presbyterian College","Clinton","SC","29325","0.66","610","NULL","0.6666666667","0.0038",NA,NA,"0.1541","0.0338",NA,"0.0226",NA,"0.6759","NULL","NULL","NULL","NULL",1
"3526",3526,"University of South Carolina-Aiken","Aiken","SC","29801","0.5122","540","24","0.4092485549",NA,NA,NA,"0.0914","0.0243",NA,"0.0187",NA,"0.4212","NULL","NULL","NULL","NULL",1
"3527",3527,"University of South Carolina-Beaufort","Bluffton","SC","29909","0.7304","510","21","0.2784810127",NA,NA,NA,"0.0576",NA,NA,NA,NA,"0.2689","NULL","NULL","NULL","NULL",1
"3528",3528,"University of South Carolina-Columbia","Columbia","SC","29208","0.606","650","28","0.5987654321","0.0125","0.0565",NA,"0.1063","0.0091",NA,"0.014",NA,"0.7268","NULL","NULL","NULL","NULL",1
"3533",3533,"Coastal Carolina University","Conway","SC","29526","0.7404","550","NULL","0.4098786828","0.0139",NA,NA,"0.1113","0.006",NA,"0.0053",NA,"0.4584","NULL","NULL","NULL","NULL",1
"3534",3534,"South Carolina State University","Orangeburg","SC","29117-0001","0.5079","436","NULL","0.2396694215","0.0311","0.0055","0.0623","0.0788","0.0055",NA,"0.0201",NA,"0.3568","NULL","NULL","NULL","NULL",1
"3535",3535,"University of South Carolina-Upstate","Spartanburg","SC","29303-4999","0.6422","540","23","0.4603174603","0.05",NA,"0.0063","0.0402","0.0045",NA,"0.0036",NA,"0.405","NULL","NULL","NULL","NULL",1
"3536",3536,"Sherman College of Straight Chiropractic","Spartanburg","SC","29316","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3543",3543,"Voorhees College","Denmark","SC","29042","0.5051","NULL","NULL","0.1546666667","0.0076",NA,NA,"0.0763","0.0153",NA,NA,NA,"0.3303","NULL","NULL","NULL","NULL",1
"3545",3545,"Winthrop University","Rock Hill","SC","29733","0.7225","570","NULL","0.4848254932","0.0073",NA,NA,"0.0519","0.0062",NA,"0.0166",NA,"0.5587","NULL","NULL","NULL","NULL",1
"3546",3546,"Wofford College","Spartanburg","SC","29303-3663","0.688","640","27","0.7920353982","0.0077",NA,NA,"0.2199","0.0384",NA,"0.0665",NA,"0.8156","NULL","NULL","NULL","NULL",1
"3548",3548,"Augustana University","Sioux Falls","SD","57197-0001","0.6809","NULL","28","0.623853211","0.0216",NA,NA,"0.1267","0.0135",NA,"0.0216",NA,"0.6643","NULL","NULL","NULL","NULL",1
"3550",3550,"Black Hills State University","Spearfish","SD","57799-9500","0.8924","594","23","0.2402659069",NA,NA,"0.0249","0.0604","0.0178",NA,"0.0124",NA,"0.3347","NULL","NULL","NULL","NULL",1
"3552",3552,"Dakota State University","Madison","SD","57042-1799","0.8297","550","25","0.3102189781","0.3119",NA,NA,"0.0161","0.0032",NA,"0.0032","0.0032","0.4733","NULL","NULL","NULL","NULL",1
"3553",3553,"Dakota Wesleyan University","Mitchell","SD","57301-4398","0.7023","590","27","0.4440559441","0.0127",NA,NA,"0.0316",NA,NA,NA,NA,"0.4221","NULL","NULL","NULL","NULL",1
"3558",3558,"Mount Marty College","Yankton","SD","57078-3724","0.7239","NULL","25","0.4576271186","0.0121",NA,NA,"0.0303",NA,NA,NA,NA,"0.5185","NULL","NULL","NULL","NULL",1
"3559",3559,"National American University-Rapid City","Rapid City","SD","57701-2823","NULL","NULL","NULL","0.1292970754","0.1475",NA,NA,NA,NA,NA,NA,NA,"0.1746","NULL","NULL","NULL","NULL",1
"3560",3560,"National American University-Sioux Falls","Sioux Falls","SD","57108-4293","NULL","NULL","NULL","0.1292970754","0.0446",NA,NA,NA,NA,NA,NA,NA,"0.2286","NULL","NULL","NULL","NULL",1
"3561",3561,"Sioux Falls Seminary","Sioux Falls","SD","57105","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3562",3562,"Northern State University","Aberdeen","SD","57401-7198","0.9334","580","25","0.3145833333",NA,NA,NA,"0.0497","0.0062",NA,"0.0062",NA,"0.4853","NULL","NULL","NULL","NULL",1
"3563",3563,"Oglala Lakota College","Kyle","SD","57752-0490","NULL","NULL","NULL","0.0483558994","0.0153",NA,NA,NA,NA,NA,NA,NA,"0.1311","NULL","NULL","NULL","NULL",1
"3564",3564,"Presentation College","Aberdeen","SD","57401-1280","0.6608","470","22","0.463963964",NA,NA,NA,"0.0451",NA,NA,"0.0451",NA,"0.3415","NULL","NULL","NULL","NULL",1
"3566",3566,"South Dakota School of Mines and Technology","Rapid City","SD","57701-3995","0.8608","660","29","0.3730569948","0.0739","0.7665",NA,NA,"0.0272",NA,"0.0428",NA,"0.4566","NULL","NULL","NULL","NULL",1
"3567",3567,"South Dakota State University","Brookings","SD","57007-1898","0.919","600","26","0.4037878788","0.0108","0.0644","0.0423","0.0521","0.0172",NA,"0.0054",NA,"0.5566","NULL","NULL","NULL","NULL",1
"3568",3568,"Sinte Gleska University","Mission","SD","57555-0105","NULL","NULL","NULL","PrivacySuppressed","0.0485",NA,"0.0583",NA,NA,NA,NA,NA,"0.2381","NULL","NULL","NULL","NULL",1
"3569",3569,"University of Sioux Falls","Sioux Falls","SD","57105-1699","0.969","510","26","0.5364705882","0.0063",NA,NA,"0.0375","0.0125",NA,NA,NA,"0.4747","NULL","NULL","NULL","NULL",1
"3574",3574,"University of South Dakota","Vermillion","SD","57069-2390","0.8788","620","26","0.424137931","0.0039",NA,NA,"0.037","0.0031",NA,"0.0108",NA,"0.5515","NULL","NULL","NULL","NULL",1
"3576",3576,"American Baptist College","Nashville","TN","37207-9980","NULL","NULL","NULL","0.4782608696",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","NULL","NULL","NULL","NULL",1
"3577",3577,"Aquinas College","Nashville","TN","37205","0.521","440","25","0.5358851675",NA,NA,NA,NA,NA,NA,NA,NA,"0.4138","NULL","NULL","NULL","NULL",1
"3580",3580,"Austin Peay State University","Clarksville","TN","37044","0.8595","560","25","0.270972271","0.0346",NA,"0.0254","0.0329","0.0121",NA,"0.0288",NA,"0.3603","NULL","NULL","NULL","NULL",1
"3581",3581,"Baptist Memorial College of Health Sciences","Memphis","TN","38104","0.463","NULL","25","0.4480712166",NA,NA,NA,NA,NA,NA,NA,NA,"0.3878","NULL","NULL","NULL","NULL",1
"3582",3582,"Belmont University","Nashville","TN","37212-3757","0.7987","630","28","0.6494312306","0.0096",NA,NA,"0.0297","0.0122",NA,"0.0105",NA,"0.6796","NULL","NULL","NULL","NULL",1
"3583",3583,"Bethel University","McKenzie","TN","38201","0.5103","505","22","0.2630185349",NA,NA,NA,"0.0233","0.0041",NA,"0.0027",NA,"0.302","NULL","NULL","NULL","NULL",1
"3584",3584,"Bryan College-Dayton","Dayton","TN","37321","0.3762","600","24","0.3411078717","0.007",NA,NA,"0.0279","0.0035",NA,NA,NA,"0.6154","NULL","NULL","NULL","NULL",1
"3585",3585,"Carson-Newman University","Jefferson City","TN","37760","0.6657","580","25","0.4200680272","0.0304",NA,NA,"0.0334","0.0122",NA,"0.0091",NA,"0.4954","NULL","NULL","NULL","NULL",1
"3587",3587,"Christian Brothers University","Memphis","TN","38104","0.4745","NULL","29","0.4171597633","0.027","0.1467",NA,"0.0965","0.0232",NA,"0.0695",NA,"0.5668","NULL","NULL","NULL","NULL",1
